booktitle,year,pages,author,title,ee,abstract
FOCS,2019,876-895,"Kshitij Gajjar, Jaikumar Radhakrishnan",Parametric Shortest Paths in Planar Graphs.,https://doi.org/10.1109/FOCS.2019.00057,"We construct a family of planar graphs {G n } n≥4 , where G_n has n vertices including a source vertex s, a sink vertex t, and edge weights that change linearly with a parameter λ such that, as λ varies in (-∞,+∞), the piece-wise linear cost of the shortest path from s to t has n Ω(logn)  pieces. This shows that lower bounds obtained by Carstensen (1983) and Mulmuley & Shah (2001) for general graphs also hold for planar graphs, refuting a conjecture of Nikolova (2009). Gusfield (1980) and Dean (2009) showed that the number of pieces for every n-vertex graph with linear edge weights is n logn+O(1) . We generalize this result in two ways. (i) If the edge weights vary as a polynomial of degree at most d, then the number of pieces is n(logn+(α(n)+O(1)) d ) , where α(n) is the inverse Ackermann function. (ii) If the edge weights are linear forms of three parameters, then the number of pieces, appropriately defined for R 3 , is n((logn) 2 +O(logn))."
FOCS,2019,896-909,"Jacob Holm, Valerie King, Mikkel Thorup, Or Zamir, Uri Zwick",Random k-out Subgraph Leaves only O(n/k) Inter-Component Edges.,https://doi.org/10.1109/FOCS.2019.00058,"Each vertex of an arbitrary simple graph on n vertices chooses k random incident edges. What is the expected number of edges in the original graph that connect different connected components of the sampled subgraph? We prove that the answer is O(n/k), when k ≥ c log n, for some large enough c. We conjecture that the same holds for smaller values of k, possibly for any k ≥ 2. Such a result is best possible for any k ≥ 2. As an application, we use this sampling result to obtain a one-way communication protocol with private randomness for finding a spanning forest of a graph in which each vertex sends only O (√n log n) bits to a referee."
FOCS,2019,910-928,"Nikhil Bansal 0001, Ola Svensson, Luca Trevisan",New Notions and Constructions of Sparsification for Graphs and Hypergraphs.,https://doi.org/10.1109/FOCS.2019.00059,"A sparsifier of a graph G (Benczúr and Karger; Spielman and Teng) is a sparse weighted subgraph G that approximately retains the same cut structure of G. For general graphs, non-trivial sparsification is possible only by using weighted graphs in which different edges have different weights. Even for graphs that admit unweighted sparsifiers (that is, sparsifiers in which all the edge weights are equal to the same scaling factor), there are no known polynomial time algorithms that find such unweighted sparsifiers. We study a weaker notion of sparsification suggested by Oveis Gharan, in which the number of cut edges in each cut (S, S) is not approximated within a multiplicative factor (1+ε), but is, instead, approximated up to an additive term bounded by ε times d·|S| + vol (S), where d is the average degree of the graph and vol (S) is the sum of the degrees of the vertices in S. We provide a probabilistic polynomial time construction of such sparsifiers for every graph, and our sparsifiers have a near-optimal number of edges O(ε -2  npolylog (1/ε)). We also provide a deterministic polynomial time construction that constructs sparsifiers with a weaker property having the optimal number of edges O(ε -2 n). Our constructions also satisfy a spectral version of the “additive sparsification'' property. Notions of sparsification have also been studied for hypergraphs. Our construction of “additive sparsifiers'' with O ε  (n) edges also works for hypergraphs, and provides the first non-trivial notion of sparsification for hypergraphs achievable with O(n) hyperedges when ε and the rank r of the hyperedges are constant. Finally, we provide a new construction of spectral hypergraph sparsifiers, according to the standard definition, with poly (ε -1 , r) · n log n hyperedges, improving over the previous spectral construction (Soma and Yoshida) that used ?(n 3 ) hyperedges even for constant r and ε."
FOCS,2019,929-941,Luke Postle,Linear-Time and Efficient Distributed Algorithms for List Coloring Graphs on Surfaces.,https://doi.org/10.1109/FOCS.2019.00060,"In 1994, Thomassen proved that every planar graph is 5-list-colorable. In 1995, Thomassen proved that every planar graph of girth at least five is 3-list-colorable. His proofs naturally lead to quadratic-time algorithms to find such colorings. Here, we provide the first linear-time algorithms to find such colorings. For a fixed surface S, Thomassen showed in 1997 that there exists a linear-time algorithm to decide if a graph embedded in S is 5-colorable and similarly in 2003 if a graph of girth at least five embedded in S is 3-colorable. Using the theory of hyperbolic families, the author and Thomas showed such algorithms exist for list-colorings. Around the same time, Dvorak and Kawarabayashi also provided such algorithms. Moreover, they gave an algorithm to find such colorings (if they exist). Here we provide the first such algorithm which is fixed parameter tractable with genus as the parameter; indeed, we provide a linear-time algorithm to find such colorings. In 1988, Goldberg, Plotkin and Shannon provided a deterministic distributed algorithm for 7-coloring n-vertex planar graphs in O(log n) rounds. In 2018, Aboulker, Bonamy, Bousquet, and Esperet provided a deterministic distributed algorithm for 6-coloring n-vertex planar graphs in polylogarithmic rounds. Their algorithm in fact works for 6-list-coloring. They also provided a polylogarithmic algorithm for 4-list-coloring triangle-free planar graphs. Chechik and Mukhtar independently obtained such algorithms for ordinary coloring in O(log n) rounds, which is best possible in terms of running time. Here we provide the first polylogarithmic deterministic distributed algorithms for 5-coloring n-vertex planar graphs and similarly for 3-coloring planar graphs of girth at least five. Indeed, these algorithms run in O(log n) rounds, work also for list-colorings, and even work on a fixed surface (assuming such a coloring exists)."
FOCS,2019,942-965,"Scott Aaronson, Daniel Grier, Luke Schaeffer",A Quantum Query Complexity Trichotomy for Regular Languages.,https://doi.org/10.1109/FOCS.2019.00061,"We present a trichotomy theorem for the quantum query complexity of regular languages. Every regular language has quantum query complexity Θ(1), Θ?(√ n), or Θ(n). The extreme uniformity of regular languages prevents them from taking any other asymptotic complexity. This is in contrast to even the context-free languages, which we show can have query complexity Θ(n c ) for all computable c [1/2,1]. Our result implies an equivalent trichotomy for the approximate degree of regular languages, and a dichotomy-either Θ(1) or Θ(n)-for sensitivity, block sensitivity, certificate complexity, deterministic query complexity, and randomized query complexity. The heart of the classification theorem is an explicit quantum algorithm which decides membership in any star-free language in ?(√n) time. This well-studied family of the regular languages admits many interesting characterizations, for instance, as those languages expressible as sentences in first-order logic over the natural numbers with the less-than relation. Therefore, not only do the star-free languages capture functions such as OR, they can also express functions such as ""there exist a pair of 2's such that everything between them is a 0."" Thus, we view the algorithm for star-free languages as a nontrivial generalization of Grover's algorithm which extends the quantum quadratic speedup to a much wider range of string-processing algorithms than was previously known. We show a variety of applications-new quantum algorithms for dynamic constant-depth Boolean formulas, balanced parentheses nested constantly many levels deep, binary addition, a restricted word break problem, and path-discovery in narrow grids-all obtained as immediate consequences of our classification theorem."
FOCS,2019,966-981,"Makrand Sinha, Ronald de Wolf",Exponential Separation between Quantum Communication and Logarithm of Approximate Rank.,https://doi.org/10.1109/FOCS.2019.00062,"Chattopadhyay, Mande and Sherif (CMS19) recently exhibited a total Boolean function, the sink function, that has polynomial approximate rank and polynomial randomized communication complexity. This gives an exponential separation between randomized communication complexity and logarithm of the approximate rank, refuting the log-approximate-rank conjecture. We show that even the quantum communication complexity of the sink function is polynomial, thus also refuting the quantum log-approximate-rank conjecture. Our lower bound is based on the fooling distribution method introduced by Rao and Sinha (Theory Comput., 2018) for the classical case and extended by Anshu, Touchette, Yao and Yu (STOC, 2017) for the quantum case. We also give a new proof of the classical lower bound using the fooling distribution method."
FOCS,2019,982-994,"Anurag Anshu, Naresh Goud Boddu, Dave Touchette",Quantum Log-Approximate-Rank Conjecture is Also False.,https://doi.org/10.1109/FOCS.2019.00063,"In a recent breakthrough result, Chattopadhyay, Mande and Sherif [ECCC TR18-17] showed an exponential separation between the log approximate rank and randomized communication complexity of a total function f, hence refuting the log approximate rank conjecture of Lee and Shraibman [2009]. We provide an alternate proof of their randomized communication complexity lower bound using the information complexity approach. Using the intuition developed there, we derive a polynomially-related quantum communication complexity lower bound using the quantum information complexity approach, thus providing an exponential separation between the log approximate rank and quantum communication complexity of f. Previously, the best known separation between these two measures was (almost) quadratic, due to Anshu, Ben-David, Garg, Jain, Kothari and Lee [CCC, 2017]. This settles one of the main question left open by Chattopadhyay, Mande and Sherif, and refutes the quantum log approximate rank conjecture of Lee and Shraibman [2009]. Along the way, we develop a Shearer-type protocol embedding for product input distributions that might be of independent interest."
FOCS,2019,995-999,"Sergey Bravyi 0001, David Gosset, Robert K?nig, Marco Tomamichel",Quantum Advantage with Noisy Shallow Circuits in 3D.,https://doi.org/10.1109/FOCS.2019.00064,"As increasingly sophisticated prototypes of quantum computers are being developed, a pressing challenge is to find computational problems that can be solved by an intermediate-scale quantum computer, but are beyond the capabilities of existing classical computers. Previous work in this direction has introduced computational problems that can be solved with certainty by quantum circuits of depth independent of the input size (so-called ‘shallow’ circuits) but cannot be solved with high probability by any shallow classical circuit. Here we show that such a separation in computational power persists even when the shallow quantum circuits are restricted to geometrically local gates in three dimensions and corrupted by noise. We also present a streamlined quantum algorithm that is shown to achieve a quantum advantage in a one-dimensional geometry. The latter may be amenable to experimental implementation with the current generation of quantum computers."
FOCS,2019,1000-1023,"Dorit Aharonov, Alex Bredariol Grilo",Stoquastic PCP vs. Randomness.,https://doi.org/10.1109/FOCS.2019.00065,"The derandomization of MA, the probabilistic version of NP, is a long standing open question. In this work, we connect this problem to a variant of another major problem: the quantum PCP conjecture. Our connection goes through the surprising quantum characterization of MA by Bravyi and Terhal. They proved the MA-completeness of the problem of deciding whether the groundenergy of a uniform stoquastic local Hamiltonian is zero or inverse polynomial. We show that the gapped version of this problem, i.e. deciding if a given uniform stoquastic local Hamiltonian is frustration-free or has energy at least some constant ε, is in NP. Thus, if there exists a gap-amplification procedure for uniform stoquastic Local Hamiltonians (in analogy to the gap amplification procedure for constraint satisfaction problems in the original PCP theorem), then MA = NP (and vice versa). Furthermore, if this gap amplification procedure exhibits some additional (natural) properties, then P = RP. We feel this work opens up a rich set of new directions to explore, which might lead to progress on both quantum PCP and derandomization. We also provide two small side results of potential interest. First, we are able to generalize our result by showing that deciding if a uniform stoquastic Local Hamiltonian has negligible or constant frustration can be also solved in NP. Additionally, our work reveals a new MA-complete problem which we call SetCSP, stated in terms of classical constraints on strings of bits, which we define in the appendix. As far as we know this is the first (arguably) natural MA-complete problem stated in non-quantum CSP language."
FOCS,2019,1024-1033,"Alexandru Gheorghiu, Thomas Vidick",Computationally-Secure and Composable Remote State Preparation.,https://doi.org/10.1109/FOCS.2019.00066,"We introduce a protocol between a classical polynomial-time verifier and a quantum polynomial-time prover that allows the verifier to securely delegate to the prover the preparation of certain single-qubit quantum states The prover is unaware of which state he received and moreover, the verifier can check with high confidence whether the preparation was successful. The delegated preparation of single-qubit states is an elementary building block in many quantum cryptographic protocols. We expect our implementation of ""random remote state preparation with verification"", a functionality first defined in (Dunjko and Kashefi 2014), to be useful for removing the need for quantum communication in such protocols while keeping functionality. The main application that we detail is to a protocol for blind and verifiable delegated quantum computation (DQC) that builds on the work of (Fitzsimons and Kashefi 2018), who provided such a protocol with quantum communication. Recently, both blind an verifiable DQC were shown to be possible, under computational assumptions, with a classical polynomial-time client (Mahadev 2017, Mahadev 2018). Compared to the work of Mahadev, our protocol is more modular, applies to the measurement-based model of computation (instead of the Hamiltonian model) and is composable. Our proof of security builds on ideas introduced in (Brakerski et al. 2018)."
FOCS,2019,1034-1055,"Josh Alman, Lijie Chen 0001",Efficient Construction of Rigid Matrices Using an NP Oracle.,https://doi.org/10.1109/FOCS.2019.00067,"For a matrix  over a field , its rank- rigidity, denoted by , is the minimum Hamming distance from  to a matrix of rank at most  over . A central open challenge in complexity theory is to give explicit constructions of rigid matrices for a variety of parameter settings. In this work, building on Williams' seminal connection between circuit-analysis algorithms and lower bounds [J. ACM, 61 (2014), 2], we give a construction of rigid matrices in $P}^{NP}}$. Letting  be a prime power, we show that there is an absolute constant  such that, for all constants , there is a $P}^{NP}}$ machine  such that, for infinitely many 's,  outputs a matrix  with  over . Using known connections between matrix rigidity and other topics in complexity theory, we derive several consequences of our constructions, including that there is a function $f \in TIME}[2^{(\log n)^{\omega(1)}}]^{NP}}$ such that $f \notin PH}^{cc}}$. Previously, it was open whether $E}^{NP}} \subset PH}^{cc}}$. For all , there is a $P}^{NP}}$ machine  such that, for infinitely many 's,  outputs an  matrix  whose linear transformation requires depth-2 -linear circuits of size . The previous best lower bound for an explicit family of  matrices over  was only , for asymptotically good error correcting codes."
FOCS,2019,1056-1077,Jason Li 0006,Faster Minimum k-cut of a Simple Graph.,https://doi.org/10.1109/FOCS.2019.00068,"We consider the (exact, minimum) k-CUT problem: given a graph and an integer k, delete a minimum-weight set of edges so that the remaining graph has at least k connected components. This problem is a natural generalization of the global minimum cut problem, where the goal is to break the graph into k=2 pieces. Our main result is a (combinatorial) k-CUT algorithm on simple graphs that runs in n (1+o(1))k  time for any constant k, improving upon the previously best n (2ω/3+o(1))k  time algorithm of Gupta et al. [FOCS'18] and the previously best n^ (1.981+o(1))k time combinatorial algorithm of Gupta et al. [STOC'19]. For combinatorial algorithms, this algorithm is optimal up to o(1) factors assuming recent hardness conjectures: we show by a straightforward reduction that k-CUT on even a simple graph is as hard as (k-1)-clique, establishing a lower bound of n (1-o(1))k  for k-CUT. This settles, up to lower-order factors, the complexity of k-CUT on a simple graph for combinatorial algorithms."
FOCS,2019,1078-1100,"Hung Le, Shay Solomon",Truly Optimal Euclidean Spanners.,https://doi.org/10.1109/FOCS.2019.00069,"Euclidean spanners are important geometric structures, having found numerous applications over the years. Cornerstone results in this area from the late 1980s and early 1990s state that for any -dimensional -point Euclidean space, there exists a -spanner with  edges and lightness (normalized weight) . Surprisingly, the fundamental question of whether or not these dependencies on  and  for small  can be improved  has remained elusive, even for . This question naturally arises in any application of Euclidean spanners where precision is a necessity (thus  is tiny). In the most extreme case  is inverse polynomial in , and then one could potentially improve the size and lightness bounds by factors that are polynomial in . The state-of-the-art bounds   and  on the size and lightness of spanners are realized by the greedy spanner. In 2016, in a preliminary version, Filtser and Solomon [SIAM J. Comput., 49 (2020), pp. 429--447] proved that, in low-dimensional spaces, the greedy spanner is “near-optimal''; informally, their result states that the greedy spanner for dimension  is just as sparse and light as any other spanner but for dimension larger by a constant factor. Hence the question of whether the greedy spanner is truly optimal remained open to date. The contribution of this paper is twofold: (1) We resolve these longstanding questions by nailing down the dependencies on  and  and showing that the greedy spanner is truly optimal. Specifically, for any , (a) we show that there are -point sets in  for which any -spanner must have  edges,  implying that the greedy (and other) spanners achieve the optimal size; (b) we show that there are -point sets in  for which any -spanner must have lightness , and then improve the upper bound on the lightness of the greedy spanner from    to . (The lightness upper and lower bounds match up to a lower-order term.) (2) We then complement our negative result for the size of spanners with a  rather counterintuitive positive result: Steiner points lead to a quadratic improvement in the size of spanners! Our bound for the size of Steiner spanners  in  is tight as well (up to a lower-order term)."
FOCS,2019,1101-1120,"Elazar Goldenberg, Robert Krauthgamer, Barna Saha",Sublinear Algorithms for Gap Edit Distance.,https://doi.org/10.1109/FOCS.2019.00070,"The edit distance is a way of quantifying how similar two strings are to one another by counting the minimum number of character insertions, deletions, and substitutions required to transform one string into the other. A simple dynamic programming computes the edit distance between two strings of length n in O(n2) time, and a more sophisticated algorithm runs in time O(n + t2) when the edit distance is t [Landau, Myers and Schmidt, SICOMP 1998]. In pursuit of obtaining faster running time, the last couple of decades have seen a flurry of research on approximating edit distance, including polylogarithmic approximation in near-linear time [Andoni, Krauthgamer and Onak, FOCS 2010], and a constant-factor approximation in subquadratic time [Chakrabarty, Das, Goldenberg, Kouck′y and Saks, FOCS 2018]. We study sublinear-time algorithms for small edit distance, which was investigated extensively because of its numerous applications. Our main result is an algorithm for distinguishing whether the edit distance is at most t or at least t^2 (the quadratic gap problem) in time ?(n/t+t^3). This time bound is sublinear roughly for all t in [ω(1), o(n^1/3)], which was not known before. The best previous algorithms solve this problem in sublinear time only for t=ω(n^1/3) [Andoni and Onak, STOC 2009]. Our algorithm is based on a new approach that adaptively switches between uniform sampling and reading contiguous blocks of the input strings. In contrast, all previous algorithms choose which coordinates to query non-adaptively. Moreover, it can be extended to solve the t vs t^2-ε gap problem in time ?(n/t^1-ε+t^3)."
FOCS,2019,1121-1145,"Aviad Rubinstein, Saeed Seddighin, Zhao Song 0002, Xiaorui Sun",Approximation Algorithms for LCS and LIS with Truly Improved Running Times.,https://doi.org/10.1109/FOCS.2019.00071,"Longest common subsequence (LCS) is a classic and central problem in combinatorial optimization. While LCS admits a quadratic time solution, recent evidence suggests that solving the problem may be impossible in truly subquadratic time. A special case of LCS wherein each character appears at most once in every string is equivalent to the longest increasing subsequence problem (LIS) which can be solved in quasilinear time. In this work, we present novel algorithms for approximating LCS in truly subquadratic time and LIS in truly sublinear time. Our approximation factors depend on the ratio of the optimal solution size over the input size. We denote this ratio by λ and obtain the following results for LCS and LIS without any prior knowledge of λ. ? A truly subquadratic time algorithm for LCS with approximation factor O(λ^3). ? A truly sublinear time algorithm for LIS with approximation factor O(λ^3). Triangle inequality was recently used by Boroujeni et al. [1] and Chakraborty et al.[2] to present new approximation algorithms for edit distance. Our techniques for LCS extend the notion of triangle inequality to non-metric settings."
FOCS,2019,1146-1168,"Deeparnab Chakrabarty, Yin Tat Lee, Aaron Sidford, Sahil Singla 0001, Sam Chiu-wai Wong",Faster Matroid Intersection.,https://doi.org/10.1109/FOCS.2019.00072,"In this paper we consider the classic matroid intersection problem: given two matroids M 1 = (V, I 1 ) and M 2 = (V, I 2 ) defined over a common ground set V , compute a set S ∈ I 1 ∩ I 2 of largest possible cardinality, denoted by r. We consider this problem both in the setting where each Mi is accessed through an independence oracle, i.e. a routine which returns whether or not a set S ∈ I i in T ind time, and the setting where each Mi is accessed through a rank oracle, i.e. a routine which returns the size of the largest independent subset of S in M i in T rank time. In each setting we provide faster exact and approximate algorithms. Given an independence oracle, we provide an exact O(nr log r · T ind ) time algorithm. This improves upon previous best known running times of O(nr 1.5 ·T ind ) due to Cunningham O(n 2 ·T ind in 1986 and + n 3 ) due to Lee, Sidford, and Wong in 2015. We also provide two algorithms which compute a (1- ε-approximate solution to matroid intersection running in times O(n 1.5 /ε 1.5 · Tind) and O((n 2 r -1 ε -2 + r 1.5 ε -4.5 ) · Tind), respectively. These results improve upon the O(nr/ε · T ind )time algorithm of Cunningham (noted recently by Chekuri and Quanrud). Given a rank oracle, we provide algorithms with even better dependence on n and r. We provide an O(n√r log n · T rank )time exact algorithm and an O(nε -1 log n · T rank )-time algorithm which obtains a (1 - 0)-approximation to the matroid intersection problem. The former result improves over the O(nr · T rank + n 3 )-time algorithm by Lee, Sidford, and Wong. The rank oracle is of particular interest as the matroid intersection problem with this oracle is a special case (via Edmond's minimax characterization of matroid intersection) of the submodular function minimization (SFM) problem with an evaluation oracle, and understanding SFM query complexity is an outstanding open question."
FOCS,2019,1169-1183,"Moses Ganardi, Artur Jez, Markus Lohrey",Balancing Straight-Line Programs.,https://doi.org/10.1109/FOCS.2019.00073,"We show that a context-free grammar of size <?TeX $m$?> that produces a single string <?TeX $w$?> of length <?TeX $n$?> (such a grammar is also called a string straight-line program) can be transformed in linear time into a context-free grammar for <?TeX $w$?> of size <?TeX $\mathcal {O}(m)$?>, whose unique derivation tree has depth <?TeX $\mathcal {O}(\log n)$?>. This solves an open problem in the area of grammar-based compression, improves many results in this area, and greatly simplifies many existing constructions. Similar results are shown for two formalisms for grammar-based tree compression: top dags and forest straight-line programs. These balancing results can be all deduced from a single meta-theorem stating that the depth of an algebraic circuit over an algebra with a certain finite base property can be reduced to <?TeX $\mathcal {O}(\log n)$?> with the cost of a constant multiplicative size increase. Here, <?TeX $n$?> refers to the size of the unfolding (or unravelling) of the circuit. In particular, this results applies to standard arithmetic circuits over (noncommutative) semirings."
FOCS,2019,1184-1204,"Tsz Chiu Kwok, Lap Chi Lau, Akshay Ramachandran",Spectral Analysis of Matrix Scaling and Operator Scaling.,https://doi.org/10.1109/FOCS.2019.00074,"We present a spectral analysis of a continuous scaling algorithm for matrix scaling and operator scaling. The main result is that if the input matrix or operator has a spectral gap, then a natural gradient flow has linear convergence. This implies that a simple gradient descent algorithm also has linear convergence under the same assumption. The spectral gap condition for operator scaling is closely related to the notion of quantum expander studied in quantum information theory. The spectral analysis also provides bounds on some important quantities of the scaling problems, such as the condition number of the scaling solution and the capacity of the matrix and operator. These results can be used in various applications of scaling problems, including matrix scaling on expander graphs, permanent lower bounds on random matrices, the Paulsen problem on random frames, and Brascamp-Lieb constants on random operators. In some applications, the inputs of interest satisfy the spectral condition and we prove significantly stronger bounds than the worst case bounds."
FOCS,2019,1205-1226,"Noam Lifshitz, Dor Minzer",Noise Sensitivity on the p -Biased Hypercube.,https://doi.org/10.1109/FOCS.2019.00075,"The noise sensitivity of a Boolean function measures how susceptible the value of f on a typical input x to a slight perturbation of the bits of x: it is the probability f(x) and f(y) are different when x is a uniformly chosen n-bit Boolean string, and y is formed by flipping each bit of x with small probability ε. The noise sensitivity of a function is a key concept with applications to combinatorics, complexity theory, learning theory, percolation theory and more. In this paper, we investigate noise sensitivity on the p-biased hypercube, extending the theory for polynomially small p. Specifically, we give sufficient conditions for monotone functions with large groups of symmetries to be noise sensitive (which in some cases are also necessary). As an application, we show that the 2-SAT function is noise sensitive around its critical probability. En route, we study biased versions of the invariance principle for monotone functions and give p-biased versions of Bourgain's tail theorem and the Majority is Stablest theorem, showing that in this case the correct analog of ``small low degree influences'' is lack of correlation with constant width DNF formulas."
FOCS,2019,1227-1239,"Andrei A. Krokhin, Jakub Oprsal",The Complexity of 3-Colouring H-Colourable Graphs.,https://doi.org/10.1109/FOCS.2019.00076,"We study the complexity of approximation on satisfiable instances for graph homomorphism problems. For a fixed graph H, the H-colouring problem is to decide whether a given graph has a homomorphism to H. By a result of Hell and Ne?et?il, this problem is NP-hard for any non-bipartite graph H. In the context of promise constraint satisfaction problems, Brakensiek and Guruswami conjectured that this hardness result extends to promise graph homomorphism as follows: fix any non-bipartite graph H and another graph G with a homomorphism from H to G, it is NP-hard to find a homomorphism to G from a given H-colourable graph. Arguably, the two most important special cases of this conjecture are when H is fixed to be the complete graph on 3 vertices (and G is any graph with a triangle) and when G is the complete graph on 3 vertices (and H is any 3-colourable graph). The former case is equivalent to the notoriously difficult approximate graph colouring problem. In this paper, we confirm the Brakensiek-Guruswami conjecture for the latter case. Our proofs rely on a novel combination of the universal-algebraic approach to promise constraint satisfaction, that was recently developed by Barto, Bulín and the authors, with some ideas from algebraic topology."
FOCS,2019,1240-1255,"Lijie Chen 0001, Ce Jin 0001, R. Ryan Williams",Hardness Magnification for all Sparse NP Languages.,https://doi.org/10.1109/FOCS.2019.00077,"In the Minimum Circuit Size Problem (MCSP[s(m)]), we ask if there is a circuit of size s(m) computing a given truth-table of length n = 2m. Recently, a surprising phenomenon termed as hardness magnification by [Oliveira and Santhanam, FOCS 2018] was discovered for MCSP[s(m)] and the related problem MKtP of computing time-bounded Kolmogorov complexity. In [Oliveira and Santhanam, FOCS 2018], [Oliveira, Pich, and Santhanam, CCC 2019], and [McKay, Murray, and Williams, STOC 2019], it was shown that minor (n 1+ε -style) lower bounds for MCSP[2 o(m) ] or MKtP[ 2o(m) ] would imply breakthrough circuit lower bounds such as NP?P/ poly , NP?NC 1 , or EXP?P/poly. We consider the question: What is so special about MCSP and MKtP? Why do they admit this striking phenomenon? One simple property is that all variants of MCSP (and MKtP) considered in prior work are sparse languages. For example, MCSP[s(m)] has 2 ?(s(m))  yes-instances of length n = 2m, so MCSP[2 o(m) ] is 2 no(1) -sparse. We show that there is a hardness magnification phenomenon for all equally-sparse NP languages. Formally, suppose there is an ε > 0 and a language L ∈ NP which is 2n o(1) -sparse, and L ∈/ Circuit[n1+ε]. Then NP does not have nk-size circuits for all k. We prove analogous theorems for De Morgan formulas, B2-formulas, branching programs, AC 0 [6] and TC 0  circuits, and more: improving the state of the art in NP lower bounds against any of these models by an ε factor in the exponent would already imply NP lower bounds for all fixed polynomials. In fact, in our proofs it is not necessary to prove a (say) n 1+ε  circuit size lower bound for L: one only has to prove a lower bound against n 1+ε -time n ε -space deterministic algorithms with n ε  advice bits. Such lower bounds are well-known for non-sparse problems. Building on our techniques, we also show interesting new hardness magnifications for search-MCSP and search-MKtP (where one must output small circuits or short representations of strings), showing consequences such as ⊕P (or PP, PSPACE, and EXP) is not contained in P/poly (or NC 1 , AC 0 [6], or branching programs of polynomial size). For instance, if there is an ε > 0 such that search-MCSP[2 βm ] does not have De Morgan formulas of size n 3+ε  for all constants ? > 0, then ⊕P?NC 1 ."
FOCS,2019,1256-1280,"Enric Boix-Adserà, Matthew S. Brennan, Guy Bresler",The Average-Case Complexity of Counting Cliques in Erd?s-Rényi Hypergraphs.,https://doi.org/10.1109/FOCS.2019.00078,"We consider the problem of counting -cliques in -uniform Erdo?s--Re?nyi hypergraphs  with edge density  and show that its fine-grained average-case complexity can be based on its worst-case complexity. We prove the following: (1) Dense Erdo?s--Re?nyi graphs and hypergraphs: Counting -cliques on  with  and  constant matches its worst-case complexity up to a $\polylog(n)$ factor. Assuming randomized ETH, it takes  time to count -cliques in  if  and  are constant. (2) Sparse Erdo?s--Re?nyi graphs and hypergraphs: When , we give several algorithms exploiting the sparsity of  that are faster than the best known worst-case algorithms. Complementing this, based on a fine-grained worst-case assumption, our reduction implies a different average-case phase diagram for each fixed  depicting a tradeoff between a runtime lower bound and . Surprisingly, in the hypergraph case (), these lower bounds are tight against our algorithms exactly when  is above the Erdo?s--Re?nyi -clique percolation threshold. Our reduction yields the first known average-case hardness result on Erdo?s--Re?nyi hypergraphs based on worst-case hardness conjectures. We also give a variant of our worst-case to average-case reduction for computing the parity of the -clique count that requires a milder assumption on the error probability of the blackbox solving the problem on ."
FOCS,2019,1281-1304,Lijie Chen 0001,Non-deterministic Quasi-Polynomial Time is Average-Case Hard for ACC Circuits.,https://doi.org/10.1109/FOCS.2019.00079,"Following the seminal work of [Williams, J. ACM 2014], in a recent breakthrough, [Murray and Williams, STOC 2018] proved that NQP (non-deterministic quasi-polynomial time) does not have polynomial-size ACC 0 circuits. We strengthen the above lower bound to an average case one, by proving that for all constants c, there is a language in NQP, which is not 1/2+1/log c (n)-approximable by polynomial-size ACC 0 circuits. In fact, our lower bound holds for a larger circuit class: 2(log a n)-size ACC 0 circuits with a layer of threshold gates at the bottom (ACC ο THR circuits), for all constants a. Our work also improves the average-case lower bound for NEXP against polynomial-size ACC circuits by [Chen, Oliveira, and Santhanam, LATIN 2018]. Our new lower bound builds on several interesting components, including: : Barrington's theorem and the existence of an NC 1 -complete language which is random self-reducible. : The sub-exponential witness-size lower bound for NE against ACC 0 and the conditional non-deterministic PRG construction in [Williams, SICOMP 2016]. : An “almost'' almost-everywhere MA average-case lower bound (which strengthens the corresponding worst-case lower bound in [Murray and Williams, STOC 2018]). A PSPACE-complete language which is same-length checkable, error-correctable and also has some other nice reducibility properties, which builds on [Trevisan and Vadhan, Computational Complexity 2007]. Moreover, all its reducibility properties have corresponding low-depth non-adaptive oracle circuits. Like other lower bounds proved via the ""algorithmic approach'', the only property of ACC 0 ο THR exploited by us is the existence of a non-trivial SAT algorithm for ACC 0 ο THR [Williams, STOC 2014]. Therefore, for any typical circuit class ?, our results apply to them as well if the corresponding non-trivial SAT (in fact, GAP-UNSAT) algorithms are discovered."
